,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,County
5,2012,"$130,950 ","$124,500 ","$125,000 ","$134,500 ","$145,000 ","$149,900 ","$150,000 ","$136,000 ","$135,000 ","$149,250 ","$143,000 ","$152,450 ",Jefferson
6,2013,"$164,500 ","$139,900 ","$115,000 ","$150,000 ","$169,675 ","$165,000 ","$152,300 ","$172,350 ","$171,000 ","$147,600 ","$167,200 ","$151,000 ",Jefferson
7,2014,"$138,000 ","$137,500 ","$130,000 ","$137,500 ","$142,500 ","$164,500 ","$151,500 ","$188,900 ","$156,450 ","$148,900 ","$145,650 ","$167,075 ",Jefferson
8,2015,"$140,000 ","$152,500 ","$146,900 ","$154,450 ","$161,750 ","$172,500 ","$166,000 ","$157,750 ","$166,900 ","$162,000 ","$173,000 ","$161,500 ",Jefferson
9,2016,"$184,500 ","$156,000 ","$173,000 ","$180,000 ","$175,500 ","$181,000 ","$172,000 ","$175,000 ","$185,750 ","$174,000 ","$192,250 ","$152,500 ",Jefferson
10,2017,"$159,000 ","$185,000 ","$178,990 ","$167,000 ","$163,900 ","$178,950 ","$188,450 ","$192,000 ","$178,400 ","$189,500 ","$190,000 ","$205,000 ",Jefferson
11,2018,"$208,200 ","$174,900 ","$182,000 ","$222,250 ","$218,500 ","$239,000 ","$216,000 ","$216,940 ","$190,000 ","$196,900 ","$205,000 ","$202,500 ",Jefferson
12,2019,"$218,000 ","$213,000 ","$198,000 ","$222,500 ","$240,000 ","$235,150 ","$224,250 ","$245,000 ","$198,750 ","$235,000 ","$221,250 ","$253,000 ",Jefferson
13,2020,"$221,500 ","$220,500 ","$213,000 ","$233,000 ","$267,500 ","$225,000 ","$258,500 ","$275,000 ","$242,000 ","$233,500 ","$276,000 ","$232,000 ",Jefferson
14,2021,"$240,000 ","$285,000 ","$269,000 ","$250,000 ","$290,000 ","$289,900 ","$300,000 ","$267,000 ","$261,000 ","$285,000 ","$285,000 ","$245,000 ",Jefferson
15,2022,"$230,100 ","$250,000 ","$307,000 ","$275,000 ","$315,000 ","$325,000 ","$305,000 ","$312,500 ","$296,250 ","$280,000 ","$294,000 ","$312,500 ",Jefferson
16,2023,"$275,500 ","$305,000 ","$305,000 ","$330,000 ","$332,000 ","$325,000 ","$349,950 ","$331,000 ","$325,000 ","$322,450 ","$309,500 ","$320,500 ",Jefferson
17,2024,"$337,000 ","$335,000 ","$335,000 ","$316,750 ","$335,800 ","$317,500 ","$315,000 ","$325,000 ","$330,625 ",,,,Jefferson
0,2007,"$126,895 ","$85,500 ","$83,000 ","$170,000 ","$127,000 ","$100,200 ","$116,069 ","$98,500 ","$79,000 ","$80,000 ","$76,500 ","$57,500 ",Lafayette
1,2008,"$112,000 ","$104,750 ","$66,250 ","$165,000 ","$79,900 ","$101,500 ","$136,500 ","$89,000 ","$79,900 ","$76,000 ","$30,000 ","$90,000 ",Lafayette
2,2009,"$138,500 ","$56,000 ","$134,500 ","$105,000 ","$48,550 ","$102,500 ","$114,000 ","$150,000 ","$56,150 ","$117,500 ","$101,000 ","$99,000 ",Lafayette
3,2010,"$60,000 ","$118,000 ","$90,000 ","$79,900 ","$116,000 ","$97,500 ","$95,400 ","$108,700 ","$50,950 ","$70,000 ","$51,000 ","$107,400 ",Lafayette
4,2011,"$40,000 ","$81,000 ","$83,500 ","$88,000 ","$100,000 ","$81,000 ","$64,000 ","$93,000 ","$84,875 ","$71,000 ","$72,000 ","$129,000 ",Lafayette
5,2012,"$99,750 ","$65,067 ","$89,250 ","$71,700 ","$112,300 ","$65,500 ","$125,750 ","$70,000 ","$75,000 ","$84,000 ","$57,250 ","$64,050 ",Lafayette
6,2013,"$70,500 ","$119,000 ","$88,400 ","$48,000 ","$85,250 ","$92,500 ","$96,500 ","$118,750 ","$80,000 ","$73,500 ","$100,250 ","$78,450 ",Lafayette
7,2014,"$63,000 ","$100,750 ","$79,062 ","$63,000 ","$84,500 ","$82,000 ","$124,000 ","$118,000 ","$86,450 ","$85,950 ","$74,471 ","$89,000 ",Lafayette
8,2015,"$72,500 ","$91,000 ","$50,001 ","$141,500 ","$95,000 ","$100,000 ","$117,750 ","$110,500 ","$120,950 ","$113,500 ","$95,000 ","$93,500 ",Lafayette
9,2016,$,"$160,000 ","$111,500 ","$111,000 ","$134,000 ","$123,750 ","$95,000 ","$88,125 ","$151,750 ","$161,500 ","$120,000 ","$114,000 ",Lafayette
10,2017,"$65,000 ","$188,950 ","$105,000 ","$105,000 ","$108,000 ","$148,000 ","$120,500 ","$100,000 ","$146,000 ","$114,000 ","$83,500 ","$93,500 ",Lafayette
11,2018,"$129,900 ","$148,000 ","$95,500 ","$123,500 ","$86,000 ","$120,000 ","$133,500 ","$136,000 ","$132,000 ","$117,000 ","$114,000 ","$90,000 ",Lafayette
12,2019,"$145,000 ","$98,950 ","$126,000 ","$129,950 ","$117,700 ","$114,750 ","$117,200 ","$164,000 ","$134,500 ","$177,000 ","$115,000 ","$119,000 ",Lafayette
13,2020,"$106,000 ","$152,500 ","$164,500 ","$106,000 ","$109,000 ","$150,750 ","$150,500 ","$176,000 ","$161,500 ","$145,500 ","$190,500 ","$125,500 ",Lafayette
14,2021,"$115,000 ","$110,000 ","$119,750 ","$155,000 ","$155,000 ","$180,000 ","$175,000 ","$157,950 ","$178,500 ","$133,000 ","$165,000 ","$182,500 ",Lafayette
15,2022,"$229,400 ","$151,750 ","$194,000 ","$157,450 ","$201,500 ","$161,000 ","$170,000 ","$164,900 ","$160,000 ","$150,500 ","$360,000 ","$157,000 ",Lafayette
16,2023,"$170,450 ","$251,500 ","$145,500 ","$185,000 ","$164,400 ","$260,000 ","$159,000 ","$196,000 ","$167,500 ","$195,300 ","$220,000 ","$169,000 ",Lafayette
17,2024,"$285,750 ","$195,750 ","$165,000 ","$223,700 ","$215,000 ","$273,500 ","$183,500 ","$189,000 ","$197,500 ",,,,Lafayette
0,2007,"$81,000 ","$175,000 ","$85,000 ","$111,750 ","$125,000 ","$117,500 ","$91,000 ","$116,000 ","$122,500 ","$122,000 ","$103,750 ","$82,250 ",Richland
1,2008,"$88,065 ","$149,250 ","$60,000 ","$112,250 ","$126,000 ","$124,950 ","$118,500 ","$112,750 ","$110,000 ","$85,500 ","$117,250 ","$94,400 ",Richland
2,2009,"$134,000 ","$88,000 ","$75,000 ","$79,000 ","$72,950 ","$118,000 ","$83,000 ","$80,000 ","$91,500 ","$85,000 ","$91,262 ","$129,500 ",Richland
3,2010,"$33,500 ","$78,500 ","$100,000 ","$82,900 ","$82,750 ","$95,875 ","$99,550 ","$102,700 ","$127,500 ","$68,750 ","$80,250 ","$137,000 ",Richland
4,2011,"$107,000 ","$32,000 ","$80,000 ","$101,300 ","$141,500 ","$87,000 ","$78,450 ","$82,000 ","$125,000 ","$65,378 ","$79,000 ","$113,000 ",Richland
5,2012,"$106,250 ","$60,218 ","$84,000 ","$98,500 ","$105,000 ","$65,000 ","$114,250 ","$88,500 ","$64,900 ","$124,000 ","$92,750 ","$101,000 ",Richland
6,2013,"$86,700 ","$45,000 ","$100,000 ","$181,950 ","$88,000 ","$94,750 ","$111,149 ","$130,500 ","$116,728 ","$79,000 ","$105,000 ","$125,000 ",Richland
7,2014,"$158,250 ","$45,050 ","$104,900 ","$128,000 ","$88,000 ","$110,500 ","$75,000 ","$120,000 ","$81,000 ","$50,250 ","$125,000 ","$165,000 ",Richland
8,2015,"$53,552 ","$110,000 ","$59,500 ","$71,000 ","$101,000 ","$132,500 ","$112,750 ","$111,200 ","$135,000 ","$117,000 ","$84,650 ","$139,900 ",Richland
9,2016,"$72,000 ","$70,500 ","$89,950 ","$155,000 ","$144,000 ","$110,000 ","$105,000 ","$121,950 ","$130,000 ","$114,750 ","$159,000 ","$148,900 ",Richland
10,2017,"$101,900 ","$124,000 ","$129,000 ","$160,000 ","$90,000 ","$92,900 ","$96,450 ","$145,500 ","$106,250 ","$135,500 ","$114,500 ","$82,750 ",Richland
11,2018,"$120,000 ","$135,000 ","$150,900 ","$145,500 ","$202,000 ","$117,500 ","$115,000 ","$118,750 ","$200,000 ","$133,500 ","$113,500 ","$95,000 ",Richland
12,2019,"$145,000 ","$100,000 ","$148,600 ","$203,950 ","$151,000 ","$260,000 ","$121,500 ","$183,000 ","$115,000 ","$102,000 ","$187,500 ","$90,000 ",Richland
13,2020,"$60,000 ","$122,500 ","$152,900 ","$170,000 ","$123,450 ","$162,000 ","$124,750 ","$220,000 ","$159,450 ","$252,500 ","$200,000 ","$146,000 ",Richland
14,2021,"$135,900 ","$155,400 ","$255,000 ","$185,000 ","$189,000 ","$156,750 ","$190,000 ","$129,900 ","$155,900 ","$135,700 ","$214,000 ","$377,500 ",Richland
15,2022,"$239,000 ","$347,500 ","$195,000 ","$147,000 ","$228,500 ","$154,950 ","$199,000 ","$210,000 ","$203,000 ","$123,600 ","$155,000 ","$155,000 ",Richland
16,2023,"$188,250 ","$395,000 ","$172,000 ","$172,900 ","$198,000 ","$426,250 ","$214,000 ","$198,000 ","$290,000 ","$200,000 ","$170,000 ","$195,000 ",Richland
17,2024,"$144,750 ","$171,250 ","$316,000 ","$275,000 ","$193,000 ","$230,500 ","$217,000 ","$225,000 ","$291,700 ",,,,Richland
0,2007,"$124,900 ","$128,375 ","$127,950 ","$130,200 ","$128,700 ","$139,500 ","$139,000 ","$125,900 ","$124,950 ","$132,000 ","$129,000 ","$107,400 ",Rock
1,2008,"$118,200 ","$121,900 ","$124,500 ","$123,600 ","$120,000 ","$127,000 ","$121,840 ","$122,600 ","$129,400 ","$127,900 ","$112,700 ","$87,700 ",Rock
2,2009,"$98,900 ","$100,000 ","$117,408 ","$116,000 ","$123,500 ","$115,750 ","$117,000 ","$115,000 ","$113,950 ","$115,000 ","$113,000 ","$90,950 ",Rock
3,2010,"$71,450 ","$90,000 ","$108,500 ","$109,500 ","$108,000 ","$104,500 ","$121,500 ","$92,000 ","$79,500 ","$95,250 ","$91,000 ","$90,000 ",Rock
4,2011,"$64,000 ","$73,500 ","$100,625 ","$89,950 ","$89,000 ","$94,500 ","$99,000 ","$96,000 ","$84,450 ","$94,000 ","$95,000 ","$79,000 ",Rock
5,2012,"$62,950 ","$82,900 ","$86,000 ","$87,500 ","$100,000 ","$110,000 ","$107,500 ","$105,500 ","$101,000 ","$85,000 ","$87,000 ","$96,500 ",Rock
6,2013,"$90,000 ","$78,700 ","$103,000 ","$105,000 ","$114,450 ","$120,000 ","$108,000 ","$107,750 ","$114,000 ","$108,000 ","$108,000 ","$110,000 ",Rock
7,2014,"$98,950 ","$97,750 ","$103,950 ","$115,000 ","$124,000 ","$119,500 ","$130,000 ","$123,000 ","$127,450 ","$122,950 ","$113,100 ","$114,500 ",Rock
8,2015,"$108,950 ","$110,000 ","$122,000 ","$117,450 ","$128,000 ","$130,250 ","$130,200 ","$124,750 ","$124,250 ","$119,000 ","$129,450 ","$128,000 ",Rock
9,2016,"$128,000 ","$118,000 ","$123,950 ","$135,000 ","$129,000 ","$150,000 ","$137,000 ","$144,950 ","$138,950 ","$142,500 ","$135,000 ","$140,000 ",Rock
10,2017,"$110,250 ","$109,450 ","$142,513 ","$137,500 ","$148,000 ","$150,000 ","$143,000 ","$143,700 ","$139,900 ","$149,950 ","$146,000 ","$138,000 ",Rock
11,2018,"$145,500 ","$142,700 ","$153,450 ","$140,000 ","$159,900 ","$167,625 ","$159,250 ","$169,900 ","$152,000 ","$156,050 ","$160,000 ","$140,950 ",Rock
12,2019,"$149,900 ","$145,700 ","$162,950 ","$150,000 ","$159,950 ","$184,000 ","$183,000 ","$170,500 ","$164,950 ","$181,000 ","$165,000 ","$164,500 ",Rock
13,2020,"$172,450 ","$163,000 ","$179,500 ","$165,000 ","$172,000 ","$185,500 ","$210,000 ","$190,000 ","$183,050 ","$201,000 ","$181,850 ","$198,000 ",Rock
14,2021,"$183,000 ","$181,750 ","$189,450 ","$198,500 ","$220,000 ","$205,000 ","$196,500 ","$201,100 ","$200,000 ","$200,000 ","$193,000 ","$216,993 ",Rock
15,2022,"$178,000 ","$195,000 ","$190,000 ","$217,500 ","$235,000 ","$250,000 ","$235,000 ","$245,000 ","$245,000 ","$244,950 ","$210,000 ","$232,500 ",Rock
16,2023,"$235,000 ","$240,000 ","$240,000 ","$236,000 ","$260,000 ","$260,650 ","$245,500 ","$250,000 ","$250,000 ","$250,000 ","$252,500 ","$231,000 ",Rock
17,2024,"$237,450 ","$245,000 ","$243,900 ","$285,500 ","$260,000 ","$280,000 ","$278,000 ","$272,000 ","$270,000 ",,,,Rock
0,2007,"$149,000 ","$141,500 ","$152,000 ","$148,000 ","$165,000 ","$165,000 ","$171,300 ","$169,900 ","$155,250 ","$150,450 ","$163,250 ","$175,000 ",Sauk
1,2008,"$176,450 ","$127,000 ","$171,000 ","$164,000 ","$152,500 ","$155,500 ","$159,900 ","$155,000 ","$129,900 ","$138,000 ","$122,500 ","$149,000 ",Sauk
2,2009,"$140,000 ","$137,000 ","$125,500 ","$151,600 ","$142,000 ","$159,000 ","$129,950 ","$160,000 ","$132,000 ","$134,000 ","$124,950 ","$119,450 ",Sauk
3,2010,"$119,900 ","$142,200 ","$129,900 ","$150,000 ","$147,500 ","$143,500 ","$135,000 ","$150,000 ","$150,000 ","$142,000 ","$162,500 ","$135,500 ",Sauk
4,2011,"$126,500 ","$130,000 ","$105,000 ","$129,000 ","$113,000 ","$120,000 ","$132,000 ","$110,000 ","$131,600 ","$131,000 ","$162,500 ","$126,200 ",Sauk
5,2012,"$123,500 ","$118,000 ","$126,000 ","$142,000 ","$145,500 ","$125,000 ","$148,000 ","$133,000 ","$120,750 ","$130,000 ","$132,500 ","$130,000 ",Sauk
6,2013,"$145,250 ","$135,500 ","$145,900 ","$162,750 ","$135,000 ","$146,000 ","$183,450 ","$162,500 ","$118,779 ","$137,500 ","$114,500 ","$135,000 ",Sauk
7,2014,"$133,500 ","$131,250 ","$140,000 ","$155,000 ","$147,500 ","$150,000 ","$155,000 ","$147,000 ","$154,900 ","$144,900 ","$147,500 ","$135,000 ",Sauk
8,2015,"$169,950 ","$145,000 ","$137,250 ","$166,650 ","$159,200 ","$157,500 ","$167,875 ","$157,000 ","$175,000 ","$160,000 ","$155,000 ","$152,000 ",Sauk
9,2016,"$156,450 ","$155,000 ","$157,450 ","$159,000 ","$157,400 ","$175,000 ","$161,000 ","$177,250 ","$157,000 ","$159,250 ","$165,950 ","$145,500 ",Sauk
10,2017,"$161,000 ","$160,000 ","$166,000 ","$164,650 ","$175,000 ","$175,000 ","$175,000 ","$189,900 ","$161,250 ","$178,750 ","$172,500 ","$187,000 ",Sauk
11,2018,"$209,000 ","$165,000 ","$185,000 ","$162,500 ","$191,250 ","$185,000 ","$210,000 ","$184,500 ","$185,000 ","$187,725 ","$182,000 ","$175,000 ",Sauk
12,2019,"$180,000 ","$190,000 ","$189,950 ","$215,500 ","$190,000 ","$191,000 ","$195,000 ","$222,250 ","$209,000 ","$184,000 ","$180,000 ","$194,000 ",Sauk
13,2020,"$197,000 ","$199,900 ","$209,000 ","$261,000 ","$228,300 ","$235,900 ","$220,900 ","$222,500 ","$248,000 ","$225,000 ","$231,000 ","$225,000 ",Sauk
14,2021,"$218,500 ","$196,250 ","$224,000 ","$230,000 ","$219,700 ","$270,000 ","$250,000 ","$234,500 ","$245,000 ","$260,000 ","$255,000 ","$249,900 ",Sauk
15,2022,"$224,500 ","$230,000 ","$283,500 ","$275,000 ","$300,000 ","$275,000 ","$252,500 ","$290,000 ","$273,500 ","$288,000 ","$284,500 ","$250,000 ",Sauk
16,2023,"$260,000 ","$260,000 ","$288,500 ","$291,750 ","$322,500 ","$290,000 ","$290,000 ","$271,950 ","$282,450 ","$265,000 ","$300,700 ","$288,500 ",Sauk
17,2024,"$299,250 ","$285,000 ","$300,000 ","$282,500 ","$311,000 ","$300,000 ","$360,000 ","$307,500 ","$340,000 ",,,,Sauk
0,2007,"$151,500 ","$163,000 ","$165,000 ","$169,000 ","$175,000 ","$170,000 ","$169,500 ","$169,000 ","$172,000 ","$170,000 ","$171,500 ","$160,000 ",Kenosha
1,2008,"$150,000 ","$152,292 ","$163,000 ","$157,500 ","$165,000 ","$174,750 ","$172,725 ","$161,000 ","$159,397 ","$157,750 ","$136,000 ","$135,000 ",Kenosha
2,2009,"$147,000 ","$138,000 ","$135,000 ","$134,900 ","$146,000 ","$154,000 ","$142,950 ","$143,050 ","$140,500 ","$147,900 ","$136,900 ","$134,000 ",Kenosha
3,2010,"$124,500 ","$131,250 ","$128,500 ","$132,000 ","$136,000 ","$115,000 ","$138,500 ","$130,000 ","$119,900 ","$125,000 ","$137,000 ","$129,900 ",Kenosha
4,2011,"$130,000 ","$96,500 ","$115,400 ","$118,000 ","$122,500 ","$119,900 ","$108,000 ","$132,000 ","$115,000 ","$128,400 ","$119,000 ","$108,250 ",Kenosha
5,2012,"$106,500 ","$109,500 ","$110,500 ","$112,500 ","$121,000 ","$110,500 ","$106,500 ","$118,200 ","$97,750 ","$103,000 ","$99,250 ","$105,900 ",Kenosha
6,2013,"$106,750 ","$81,000 ","$98,500 ","$110,000 ","$112,625 ","$128,500 ","$135,000 ","$130,000 ","$124,950 ","$128,000 ","$123,500 ","$117,500 ",Kenosha
7,2014,"$104,750 ","$105,900 ","$107,100 ","$122,500 ","$146,000 ","$140,000 ","$136,900 ","$142,950 ","$132,500 ","$152,125 ","$133,000 ","$137,500 ",Kenosha
8,2015,"$128,400 ","$125,000 ","$145,000 ","$136,000 ","$144,000 ","$150,000 ","$153,000 ","$137,034 ","$146,500 ","$138,900 ","$135,500 ","$140,000 ",Kenosha
9,2016,"$136,750 ","$131,500 ","$143,000 ","$148,250 ","$154,000 ","$156,750 ","$151,750 ","$162,500 ","$151,500 ","$155,000 ","$152,500 ","$149,750 ",Kenosha
10,2017,"$157,450 ","$149,950 ","$152,900 ","$167,000 ","$161,900 ","$177,500 ","$171,500 ","$170,450 ","$165,000 ","$173,500 ","$164,000 ","$159,250 ",Kenosha
11,2018,"$162,000 ","$153,450 ","$160,000 ","$178,000 ","$177,000 ","$189,900 ","$184,450 ","$174,900 ","$180,000 ","$171,950 ","$172,000 ","$182,000 ",Kenosha
12,2019,"$160,000 ","$180,000 ","$182,797 ","$195,000 ","$192,000 ","$198,500 ","$223,395 ","$197,799 ","$194,000 ","$214,900 ","$185,000 ","$199,900 ",Kenosha
13,2020,"$180,000 ","$174,500 ","$217,000 ","$219,450 ","$194,844 ","$202,000 ","$215,000 ","$220,300 ","$240,000 ","$232,700 ","$207,500 ","$217,500 ",Kenosha
14,2021,"$207,450 ","$220,000 ","$210,000 ","$233,500 ","$233,101 ","$250,000 ","$240,000 ","$235,000 ","$239,900 ","$245,000 ","$245,000 ","$218,600 ",Kenosha
15,2022,"$231,000 ","$212,000 ","$247,750 ","$261,000 ","$251,305 ","$275,000 ","$240,000 ","$263,750 ","$273,000 ","$254,500 ","$257,750 ","$235,000 ",Kenosha
16,2023,"$234,450 ","$231,750 ","$257,000 ","$268,000 ","$274,000 ","$260,000 ","$283,950 ","$277,250 ","$275,000 ","$292,000 ","$250,000 ","$279,900 ",Kenosha
17,2024,"$263,500 ","$253,000 ","$283,750 ","$251,000 ","$290,000 ","$310,000 ","$296,000 ","$287,000 ","$289,450 ",,,,Kenosha
0,2007,"$242,750 ","$237,500 ","$220,750 ","$240,000 ","$249,950 ","$250,000 ","$263,317 ","$264,500 ","$222,000 ","$238,500 ","$225,000 ","$245,000 ",Ozaukee
1,2008,"$241,000 ","$237,000 ","$227,000 ","$243,000 ","$228,500 ","$259,000 ","$232,000 ","$238,000 ","$224,950 ","$230,000 ","$220,000 ","$258,035 ",Ozaukee
2,2009,"$229,900 ","$204,131 ","$215,000 ","$206,500 ","$215,380 ","$232,000 ","$240,000 ","$215,000 ","$189,300 ","$228,375 ","$240,000 ","$237,450 ",Ozaukee
3,2010,"$232,000 ","$207,310 ","$182,500 ","$206,750 ","$219,000 ","$235,000 ","$267,000 ","$233,500 ","$258,750 ","$250,000 ","$261,250 ","$228,000 ",Ozaukee
4,2011,"$197,500 ","$200,000 ","$234,000 ","$239,900 ","$214,750 ","$225,000 ","$216,000 ","$216,655 ","$189,000 ","$187,450 ","$201,750 ","$201,000 ",Ozaukee
5,2012,"$200,000 ","$189,250 ","$205,000 ","$210,000 ","$206,000 ","$234,500 ","$210,000 ","$235,000 ","$225,000 ","$214,250 ","$196,500 ","$195,000 ",Ozaukee
6,2013,"$175,000 ","$208,000 ","$228,500 ","$215,000 ","$210,000 ","$240,000 ","$252,000 ","$237,700 ","$216,250 ","$232,500 ","$215,000 ","$260,000 ",Ozaukee
7,2014,"$209,000 ","$215,000 ","$225,900 ","$219,950 ","$216,750 ","$243,250 ","$249,473 ","$246,000 ","$237,500 ","$250,000 ","$209,000 ","$291,000 ",Ozaukee
8,2015,"$209,900 ","$236,000 ","$226,500 ","$235,000 ","$231,500 ","$281,000 ","$264,000 ","$243,250 ","$255,000 ","$245,118 ","$238,000 ","$245,000 ",Ozaukee
9,2016,"$223,250 ","$245,750 ","$239,020 ","$238,500 ","$277,000 ","$270,950 ","$255,500 ","$280,000 ","$285,000 ","$262,500 ","$240,000 ","$239,750 ",Ozaukee
10,2017,"$254,450 ","$224,900 ","$265,450 ","$287,000 ","$280,000 ","$292,750 ","$277,500 ","$277,450 ","$298,000 ","$273,350 ","$289,950 ","$277,000 ",Ozaukee
11,2018,"$285,000 ","$278,225 ","$290,000 ","$287,950 ","$300,000 ","$335,450 ","$317,500 ","$312,500 ","$294,900 ","$306,500 ","$270,500 ","$275,000 ",Ozaukee
12,2019,"$347,183 ","$287,500 ","$286,200 ","$338,054 ","$355,000 ","$313,000 ","$320,000 ","$355,000 ","$319,900 ","$289,000 ","$269,900 ","$290,000 ",Ozaukee
13,2020,"$274,000 ","$330,000 ","$335,000 ","$340,000 ","$318,788 ","$340,000 ","$345,500 ","$369,000 ","$343,500 ","$330,000 ","$342,000 ","$335,000 ",Ozaukee
14,2021,"$363,495 ","$315,000 ","$357,500 ","$387,500 ","$389,250 ","$400,000 ","$417,245 ","$401,000 ","$375,000 ","$365,000 ","$375,000 ","$347,500 ",Ozaukee
15,2022,"$365,250 ","$374,000 ","$397,000 ","$455,000 ","$389,512 ","$430,000 ","$443,300 ","$406,745 ","$388,000 ","$400,000 ","$418,578 ","$413,450 ",Ozaukee
16,2023,"$383,000 ","$392,500 ","$432,000 ","$424,550 ","$432,500 ","$450,000 ","$413,000 ","$425,973 ","$437,500 ","$425,000 ","$433,780 ","$445,000 ",Ozaukee
17,2024,"$389,900 ","$455,000 ","$447,450 ","$466,398 ","$513,450 ","$475,000 ","$491,000 ","$450,500 ","$469,900 ",,,,Ozaukee
0,2007,"$149,600 ","$165,900 ","$154,950 ","$158,500 ","$164,000 ","$163,150 ","$159,150 ","$166,000 ","$169,000 ","$156,000 ","$158,400 ","$158,500 ",Racine
1,2008,"$134,025 ","$145,397 ","$159,900 ","$155,450 ","$170,000 ","$162,700 ","$155,228 ","$165,000 ","$146,500 ","$150,950 ","$140,000 ","$131,830 ",Racine
2,2009,"$150,000 ","$113,000 ","$140,450 ","$122,000 ","$158,550 ","$137,500 ","$137,900 ","$150,350 ","$133,500 ","$132,550 ","$128,900 ","$135,000 ",Racine
3,2010,"$103,200 ","$123,500 ","$130,000 ","$135,100 ","$129,950 ","$140,500 ","$129,502 ","$139,950 ","$129,450 ","$125,000 ","$143,750 ","$125,000 ",Racine
4,2011,"$105,000 ","$122,500 ","$94,501 ","$105,000 ","$94,900 ","$118,700 ","$115,000 ","$103,000 ","$122,500 ","$115,000 ","$89,000 ","$89,650 ",Racine
5,2012,"$95,000 ","$89,500 ","$68,762 ","$115,000 ","$110,000 ","$107,750 ","$118,500 ","$113,000 ","$115,000 ","$109,000 ","$110,011 ","$130,000 ",Racine
6,2013,"$78,500 ","$74,950 ","$123,000 ","$115,250 ","$117,000 ","$118,950 ","$118,650 ","$131,500 ","$120,000 ","$114,100 ","$115,000 ","$120,000 ",Racine
7,2014,"$95,000 ","$106,000 ","$104,500 ","$117,200 ","$134,200 ","$140,000 ","$135,000 ","$143,250 ","$135,000 ","$152,500 ","$123,900 ","$121,250 ",Racine
8,2015,"$114,000 ","$127,000 ","$147,500 ","$140,500 ","$127,000 ","$152,275 ","$139,000 ","$148,000 ","$129,900 ","$130,000 ","$147,500 ","$118,950 ",Racine
9,2016,"$119,000 ","$110,000 ","$129,450 ","$141,850 ","$144,000 ","$162,500 ","$159,950 ","$159,900 ","$169,950 ","$151,000 ","$147,000 ","$152,000 ",Racine
10,2017,"$139,000 ","$135,000 ","$137,000 ","$163,500 ","$140,000 ","$175,000 ","$157,000 ","$171,750 ","$145,000 ","$162,000 ","$165,500 ","$157,000 ",Racine
11,2018,"$159,450 ","$139,950 ","$162,900 ","$169,900 ","$176,000 ","$183,875 ","$178,000 ","$170,000 ","$175,250 ","$171,900 ","$168,875 ","$176,500 ",Racine
12,2019,"$159,950 ","$158,500 ","$163,900 ","$175,751 ","$194,000 ","$192,000 ","$180,000 ","$190,000 ","$196,500 ","$180,000 ","$175,000 ","$170,000 ",Racine
13,2020,"$162,500 ","$180,000 ","$195,000 ","$173,500 ","$194,450 ","$203,500 ","$210,500 ","$226,000 ","$206,000 ","$210,000 ","$210,000 ","$189,950 ",Racine
14,2021,"$193,950 ","$179,000 ","$182,000 ","$220,000 ","$210,000 ","$242,500 ","$230,500 ","$214,933 ","$223,125 ","$222,550 ","$218,000 ","$200,000 ",Racine
15,2022,"$207,500 ","$192,900 ","$215,000 ","$220,000 ","$238,950 ","$250,000 ","$234,250 ","$242,000 ","$225,715 ","$231,500 ","$245,000 ","$235,000 ",Racine
16,2023,"$211,000 ","$196,250 ","$230,000 ","$222,000 ","$229,750 ","$256,500 ","$250,000 ","$241,300 ","$250,000 ","$262,500 ","$250,000 ","$250,000 ",Racine
17,2024,"$235,000 ","$232,500 ","$261,250 ","$286,100 ","$272,000 ","$275,100 ","$267,000 ","$282,000 ","$286,000 ",,,,Racine
0,2007,"$137,750 ","$125,000 ","$130,250 ","$125,000 ","$136,900 ","$164,000 ","$142,100 ","$147,900 ","$147,000 ","$129,900 ","$139,450 ","$147,900 ",Sheboygan
1,2008,"$134,950 ","$129,000 ","$127,150 ","$139,750 ","$139,950 ","$147,900 ","$130,000 ","$144,000 ","$136,000 ","$143,700 ","$115,750 ","$121,000 ",Sheboygan
2,2009,"$127,000 ","$123,050 ","$127,500 ","$114,000 ","$136,700 ","$128,000 ","$136,000 ","$126,500 ","$115,250 ","$130,500 ","$125,500 ","$104,950 ",Sheboygan
